"mrp_id","billno","materialplanid_number","materialplanid_name","materialattr_title","adviseorderqty","bizorderqty","advisestartdate","adviseenddate","startdate","enddate","orderdate","availabledate","closestatus_title","dropbilltype_name","droptime","rootdemandbillno","planoperatenum","createtime","creator_name","status","closestatus_reason"
MRP00363,MRP-202510-0363,RAW-COPPER-WIRE,铜漆包线,外购,13915,13915,"2025-10-07","2025-10-19","2025-10-07","2025-10-19","2025-10-07","2025-10-19",已关闭,采购申请,"2025-10-13",MDS-202511-106,MRP-RUN-202604-01,"2025-10-12 08:00:00",计划专员-王敏,Closed,""
MRP00364,MRP-202510-0364,PART-4G-MODULE,"4G通信模块",外购,14300,14300,"2025-10-07","2025-10-20","2025-10-07","2025-10-20","2025-10-07","2025-10-20",已关闭,采购申请,"2025-10-16",MDS-202511-106,MRP-RUN-202604-08,"2025-10-12 08:00:00",计划专员-王敏,Closed,""
MRP00365,MRP-202510-0365,PART-IMU-ADIS16505,ADIS16505工业级IMU,外购,15455,15455,"2025-10-08","2025-10-24","2025-10-08","2025-10-24","2025-10-08","2025-10-24",已关闭,采购申请,"2025-10-14",MDS-202511-106,MRP-RUN-202604-04,"2025-10-12 08:00:00",PMC-系统,Closed,""
MRP00366,MRP-202510-0366,PART-CAM-FPV,FPV图传相机,外购,14300,14300,"2025-10-16","2025-10-27","2025-10-16","2025-10-27","2025-10-12","2025-10-27",已下发,采购申请,"2025-10-16",MDS-202511-106,MRP-RUN-202604-02,"2025-10-12 08:00:00",计划专员-王敏,Active,""
MRP00367,MRP-202510-0367,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,外购,6240,6240,"2025-10-09","2025-10-27","2025-10-09","2025-10-27","2025-10-06","2025-10-27",已关闭,采购申请,"2025-10-11",MDS-202511-110,MRP-RUN-202604-04,"2025-10-06 08:00:00",S&OP-平台,Closed,""
MRP00368,MRP-202510-0368,ASSY-PWR-TQ,高扭矩动力系统总成,自制,5928,5928,"2025-10-02","2025-10-12","2025-10-02","2025-10-12","2025-10-02","2025-10-12",滚动计划,生产工单,"2025-10-09",MDS-202511-110,MRP-RUN-202604-03,"2025-10-06 08:00:00",PMC-系统,Active,""
MRP00369,MRP-202510-0369,PART-CABLE-ESC-HD,加强型电调线,外购,35568,35568,"2025-10-04","2025-10-14","2025-10-04","2025-10-14","2025-10-04","2025-10-14",已下发,采购申请,"2025-10-11",MDS-202511-110,MRP-RUN-202604-05,"2025-10-06 08:00:00",S&OP-平台,Active,""
MRP00370,MRP-202510-0370,ASSY-FC-RTK,RTK高精度飞控总成,委外,5928,5928,"2025-10-05","2025-10-13","2025-10-05","2025-10-13","2025-10-05","2025-10-13",已关闭,委外订单,"2025-10-07",MDS-202511-110,MRP-RUN-202604-05,"2025-10-06 08:00:00",S&OP-平台,Closed,""
MRP00371,MRP-202510-0371,RAW-LIPO-CELL,锂聚合物电芯,外购,14232,14232,"2025-10-07","2025-10-20","2025-10-07","2025-10-20","2025-10-06","2025-10-20",已下发,采购申请,"2025-10-08",MDS-202511-110,MRP-RUN-202604-03,"2025-10-06 08:00:00",计划专员-王敏,Active,""
MRP00372,MRP-202510-0372,PART-BAT-12S-16000,"12S16000mAh工业电池",外购,13488,13488,"2025-10-02","2025-10-20","2025-10-02","2025-10-20","2025-10-02","2025-10-20",滚动计划,采购申请,"2025-10-11",MDS-202511-110,MRP-RUN-202604-03,"2025-10-06 08:00:00",S&OP-平台,Active,""
MRP00373,MRP-202510-0373,PART-RC-IND,工业遥控器,外购,6240,6240,"2025-10-10","2025-10-26","2025-10-10","2025-10-26","2025-10-06","2025-10-26",已关闭,采购申请,"2025-10-07",MDS-202511-110,MRP-RUN-202604-01,"2025-10-06 08:00:00",计划专员-王敏,Closed,""
MRP00374,MRP-202510-0374,PART-FPGA-ICE40,ICE40 FPGA,外购,5928,5928,"2025-10-06","2025-10-20","2025-10-06","2025-10-20","2025-10-06","2025-10-20",滚动计划,采购申请,"2025-10-08",MDS-202511-110,MRP-RUN-202604-03,"2025-10-06 08:00:00",计划专员-王敏,Active,""
MRP00375,MRP-202510-0375,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,外购,23712,23712,"2025-10-06","2025-10-15","2025-10-06","2025-10-15","2025-10-06","2025-10-15",已下发,采购申请,"2025-10-09",MDS-202511-110,MRP-RUN-202604-02,"2025-10-06 08:00:00",PMC-系统,Active,""
MRP00376,MRP-202510-0376,RAW-NEODYMIUM,钕铁硼磁性材料,外购,1680,1680,"2025-10-11","2025-10-19","2025-10-11","2025-10-19","2025-10-06","2025-10-19",已关闭,采购申请,"2025-10-11",MDS-202511-110,MRP-RUN-202604-05,"2025-10-06 08:00:00",S&OP-平台,Closed,""
MRP00377,MRP-202510-0377,PART-PROP-1755-CF,"1755碳纤维螺旋桨",外购,35568,35568,"2025-10-01","2025-10-09","2025-10-01","2025-10-09","2025-10-01","2025-10-09",已关闭,采购申请,"2025-10-11",MDS-202511-110,MRP-RUN-202604-05,"2025-10-06 08:00:00",PMC-系统,Closed,""
MRP00378,MRP-202510-0378,ASSY-FC-RTK,RTK高精度飞控总成,委外,11115,11115,"2025-10-05","2025-10-17","2025-10-05","2025-10-17","2025-10-05","2025-10-17",正常,委外订单,"2025-10-13",MDS-202511-S006-A,MRP-RUN-202604-05,"2025-10-09 08:00:00",S&OP-平台,Active,""
MRP00379,MRP-202510-0379,PART-PROP-1755-CF,"1755碳纤维螺旋桨",外购,66690,66690,"2025-10-05","2025-10-17","2025-10-05","2025-10-17","2025-10-05","2025-10-17",已关闭,采购申请,"2025-10-14",MDS-202511-S006-A,MRP-RUN-202604-05,"2025-10-09 08:00:00",PMC-系统,Closed,""
MRP00380,MRP-202510-0380,PART-RC-IND,工业遥控器,外购,11700,11700,"2025-10-06","2025-10-24","2025-10-06","2025-10-24","2025-10-06","2025-10-24",已关闭,采购申请,"2025-10-13",MDS-202511-S006-A,MRP-RUN-202604-01,"2025-10-09 08:00:00",计划专员-王敏,Closed,""
MRP00381,MRP-202510-0381,COMP-FC-CASE-AL-IND,工业级铝合金外壳,委外,12645,12645,"2025-10-10","2025-10-26","2025-10-10","2025-10-26","2025-10-09","2025-10-26",正常,委外订单,"2025-10-10",MDS-202511-S006-A,MRP-RUN-202604-09,"2025-10-09 08:00:00",PMC-系统,Active,""
MRP00382,MRP-202510-0382,PART-FPGA-ICE40,ICE40 FPGA,外购,11115,11115,"2025-10-07","2025-10-22","2025-10-07","2025-10-22","2025-10-07","2025-10-22",已关闭,采购申请,"2025-10-13",MDS-202511-S006-A,MRP-RUN-202604-03,"2025-10-09 08:00:00",计划专员-王敏,Closed,""
MRP00383,MRP-202510-0383,PART-IMU-ADIS16505,ADIS16505工业级IMU,外购,12645,12645,"2025-10-06","2025-10-21","2025-10-06","2025-10-21","2025-10-06","2025-10-21",已下发,采购申请,"2025-10-14",MDS-202511-S006-A,MRP-RUN-202604-04,"2025-10-09 08:00:00",PMC-系统,Active,""
MRP00384,MRP-202510-0384,RAW-NEODYMIUM,钕铁硼磁性材料,外购,3150,3150,"2025-10-08","2025-10-21","2025-10-08","2025-10-21","2025-10-08","2025-10-21",已关闭,采购申请,"2025-10-14",MDS-202511-S006-A,MRP-RUN-202604-05,"2025-10-09 08:00:00",S&OP-平台,Closed,""
MRP00385,MRP-202510-0385,RAW-AL-ALLOY,铝合金材料,外购,17550,17550,"2025-10-11","2025-10-25","2025-10-11","2025-10-25","2025-10-09","2025-10-25",已关闭,采购申请,"2025-10-14",MDS-202511-S006-A,MRP-RUN-202604-07,"2025-10-09 08:00:00",PMC-系统,Closed,""
