"sales_order_id","sales_order_number","document_date","customer_id","customer_name","line_number","product_id","product_code","product_name","quantity","unit","standard_price","discount_rate","actual_price","subtotal_amount","order_status","document_status","transaction_type","sales_department","salesperson","planned_delivery_date","is_urgent","contract_number","project_name","end_customer","quotation_number","notes","created_date","status"
SO0000079,SO-202303-00031,"2025-03-01","10005",西安惠农农科科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,9,台,45999,"11.8%",40571,365140,已发货,已确认,项目销售,销售一部,周杰,"2025-04-10",否,HT-2023-189,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202302-00395,"","2025-03-01",Active
SO0000080,SO-202303-00031,"2025-03-01","10005",西安惠农农科科技有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,17,台,58999,"13.7%",50916,865574,已发货,已确认,项目销售,销售一部,周杰,"2025-03-22",否,HT-2023-189,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202302-00395,"","2025-03-01",Active
SO0000081,SO-202405-00032,"2025-05-16","10006",青岛农翼农技股份有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,2,台,22999,"0.0%",22999,45998,已发货,已确认,直销,销售一部,陈静,"2025-06-22",否,"","",青岛农翼农技股份有限公司,QT-202405-00533,"","2025-05-16",Active
SO0000082,SO-202310-00033,"2025-10-19","10006",青岛农翼农技股份有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,2,台,58999,"0.0%",58999,117998,已发货,已确认,直销,销售一部,张伟,"2025-11-06",否,"","",青岛农翼农技股份有限公司,QT-202310-00559,"","2025-10-19",Active
SO0000083,SO-202304-00034,"2025-04-23","10007",长沙沃土农服股份有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,20,台,45999,"12.1%",40433,808662,已发货,已确认,项目销售,销售一部,张伟,"2025-06-08",否,HT-2023-115,长沙沃土农服股份有限公司设备采购项目,长沙沃土农服股份有限公司,QT-202304-00575,"","2025-04-23",Active
SO0000084,SO-202304-00034,"2025-04-23","10007",长沙沃土农服股份有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,4,台,22999,"7.4%",21297,85188,已发货,已确认,项目销售,销售一部,张伟,"2025-05-23",否,HT-2023-115,长沙沃土农服股份有限公司设备采购项目,长沙沃土农服股份有限公司,QT-202304-00575,"","2025-04-23",Active
SO0000085,SO-202304-00034,"2025-04-23","10007",长沙沃土农服股份有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,9,台,58999,"7.7%",54456,490105,已发货,已确认,项目销售,销售一部,张伟,"2025-05-19",否,HT-2023-115,长沙沃土农服股份有限公司设备采购项目,长沙沃土农服股份有限公司,QT-202304-00575,"","2025-04-23",Active
SO0000086,SO-202403-00035,"2025-03-09","10007",长沙沃土农服股份有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,"5.1%",43653,305571,已发货,已确认,直销,销售一部,冯涛,"2025-04-08",否,"","",长沙沃土农服股份有限公司,QT-202403-00035,"","2025-03-09",Active
SO0000087,SO-202403-00035,"2025-03-09","10007",长沙沃土农服股份有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,"13.0%",20009,180082,已发货,已确认,直销,销售一部,冯涛,"2025-05-08",否,"","",长沙沃土农服股份有限公司,QT-202403-00035,"","2025-03-09",Active
SO0000088,SO-202405-00036,"2025-05-24","10007",长沙沃土农服股份有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,11,台,58999,"5.1%",55990,615891,已发货,已确认,项目销售,销售一部,谢文,"2025-07-15",否,HT-2024-033,长沙沃土农服股份有限公司设备采购项目,长沙沃土农服股份有限公司,QT-202405-00534,"","2025-05-24",Active
SO0000089,SO-202405-00036,"2025-05-24","10007",长沙沃土农服股份有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,13,台,22999,"8.7%",20998,272975,已发货,已确认,项目销售,销售一部,谢文,"2025-06-22",否,HT-2024-033,长沙沃土农服股份有限公司设备采购项目,长沙沃土农服股份有限公司,QT-202405-00534,"","2025-05-24",Active
SO0000090,SO-202405-00037,"2025-05-23","10007",长沙沃土农服股份有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,"12.3%",20170,60510,已发货,已确认,项目销售,销售一部,杨帆,"2025-06-19",否,HT-2024-411,宁波市植保服务应用项目,长沙沃土农服股份有限公司,QT-202405-00535,"","2025-05-23",Active
SO0000091,SO-202405-00037,"2025-05-23","10007",长沙沃土农服股份有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,9,台,45999,"10.7%",41077,369694,已发货,已确认,项目销售,销售一部,杨帆,"2025-07-16",否,HT-2024-411,宁波市植保服务应用项目,长沙沃土农服股份有限公司,QT-202405-00535,"","2025-05-23",Active
SO0000092,SO-202403-00038,"2025-03-04","10007",长沙沃土农服股份有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,"9.8%",20745,186706,已发货,已确认,项目销售,销售一部,郑海,"2025-05-02",否,HT-2024-363,宁波市植保服务应用项目,长沙沃土农服股份有限公司,QT-202402-00576,"","2025-03-04",Active
SO0000093,SO-202403-00038,"2025-03-04","10007",长沙沃土农服股份有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,12,台,58999,"12.8%",51447,617366,已发货,已确认,项目销售,销售一部,郑海,"2025-04-15",否,HT-2024-363,宁波市植保服务应用项目,长沙沃土农服股份有限公司,QT-202402-00576,"","2025-03-04",Active
SO0000094,SO-202403-00038,"2025-03-04","10007",长沙沃土农服股份有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,20,台,45999,"14.4%",39375,787503,已发货,已确认,项目销售,销售一部,郑海,"2025-04-15",否,HT-2024-363,宁波市植保服务应用项目,长沙沃土农服股份有限公司,QT-202402-00576,"","2025-03-04",Active
SO0000095,SO-202410-00039,"2025-10-15","10007",长沙沃土农服股份有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,13,台,45999,"11.4%",40755,529816,已发货,已确认,项目销售,销售一部,姚强,"2025-11-21",否,HT-2024-337,宁波市植保服务应用项目,长沙沃土农服股份有限公司,QT-202410-00532,"","2025-10-15",Active
SO0000096,SO-202410-00039,"2025-10-15","10007",长沙沃土农服股份有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,14,台,22999,"10.8%",20515,287212,已发货,已确认,项目销售,销售一部,姚强,"2025-11-19",否,HT-2024-337,宁波市植保服务应用项目,长沙沃土农服股份有限公司,QT-202410-00532,"","2025-10-15",Active
SO0000097,SO-202407-00040,"2025-07-26","10007",长沙沃土农服股份有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,"14.5%",19664,58992,已发货,已确认,直销,销售一部,陈静,"2025-08-30",否,"","",长沙沃土农服股份有限公司,QT-202407-00542,"","2025-07-26",Active
SO0000098,SO-202407-00040,"2025-07-26","10007",长沙沃土农服股份有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,"12.1%",51860,311161,已发货,已确认,直销,销售一部,陈静,"2025-08-27",否,"","",长沙沃土农服股份有限公司,QT-202407-00542,"","2025-07-26",Active
SO0000099,SO-202304-00041,"2025-04-30","10007",长沙沃土农服股份有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,13,台,45999,"5.5%",43469,565098,已发货,已确认,项目销售,销售一部,姚强,"2025-06-07",否,HT-2023-242,"2023年宁波市农业项目",长沙沃土农服股份有限公司,QT-202304-00576,"","2025-04-30",Active
SO0000100,SO-202304-00041,"2025-04-30","10007",长沙沃土农服股份有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,8,台,22999,"12.0%",20239,161913,已发货,已确认,项目销售,销售一部,姚强,"2025-05-21",否,HT-2023-242,"2023年宁波市农业项目",长沙沃土农服股份有限公司,QT-202304-00576,"","2025-04-30",Active
SO0000101,SO-202303-00042,"2025-03-08","10007",长沙沃土农服股份有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,8,台,22999,"7.6%",21251,170009,已发货,已确认,直销,销售一部,刘洋,"2025-04-15",否,"","",长沙沃土农服股份有限公司,QT-202302-00396,"","2025-03-08",Active
SO0000102,SO-202303-00042,"2025-03-08","10007",长沙沃土农服股份有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,8,台,58999,"12.6%",51565,412521,已发货,已确认,直销,销售一部,刘洋,"2025-04-09",否,"","",长沙沃土农服股份有限公司,QT-202302-00396,"","2025-03-08",Active
SO0000103,SO-202303-00042,"2025-03-08","10007",长沙沃土农服股份有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,6,台,45999,"9.2%",41767,250603,已发货,已确认,直销,销售一部,刘洋,"2025-03-28",否,"","",长沙沃土农服股份有限公司,QT-202302-00396,"","2025-03-08",Active
SO0000104,SO-202303-00043,"2025-03-24","10007",长沙沃土农服股份有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,"9.1%",20906,62718,已取消,已取消,项目销售,销售一部,姚强,"2025-05-19",否,HT-2023-232,长沙沃土农服股份有限公司设备采购项目,长沙沃土农服股份有限公司,QT-202303-00594,"","2025-03-24",Active
SO0000105,SO-202303-00043,"2025-03-24","10007",长沙沃土农服股份有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,11,台,58999,"13.1%",51270,563971,已取消,已取消,项目销售,销售一部,姚强,"2025-05-06",否,HT-2023-232,长沙沃土农服股份有限公司设备采购项目,长沙沃土农服股份有限公司,QT-202303-00594,"","2025-03-24",Active
SO0000106,SO-202303-00044,"2025-03-13","10007",长沙沃土农服股份有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,7,台,22999,"7.7%",21228,148597,已发货,已确认,项目销售,销售一部,贾斌,"2025-04-09",否,HT-2023-003,"2023年宁波市农业项目",长沙沃土农服股份有限公司,QT-202303-00595,"","2025-03-13",Active
SO0000107,SO-202303-00044,"2025-03-13","10007",长沙沃土农服股份有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,9,台,45999,"14.6%",39283,353548,已发货,已确认,项目销售,销售一部,贾斌,"2025-04-09",否,HT-2023-003,"2023年宁波市农业项目",长沙沃土农服股份有限公司,QT-202303-00595,"","2025-03-13",Active
SO0000108,SO-202406-00045,"2025-06-27","10008",南京绿野农资服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,16,台,58999,"10.5%",52804,844866,已发货,已确认,项目销售,销售一部,杨帆,"2025-08-26",否,HT-2024-450,南京绿野农资服务有限公司设备采购项目,南京绿野农资服务有限公司,QT-202406-00390,"","2025-06-27",Active
SO0000109,SO-202406-00045,"2025-06-27","10008",南京绿野农资服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,8,台,45999,"5.9%",43285,346280,已发货,已确认,项目销售,销售一部,杨帆,"2025-07-16",否,HT-2024-450,南京绿野农资服务有限公司设备采购项目,南京绿野农资服务有限公司,QT-202406-00390,"","2025-06-27",Active
SO0000110,SO-202406-00045,"2025-06-27","10008",南京绿野农资服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,10,台,22999,"10.8%",20515,205151,已发货,已确认,项目销售,销售一部,杨帆,"2025-08-13",否,HT-2024-450,南京绿野农资服务有限公司设备采购项目,南京绿野农资服务有限公司,QT-202406-00390,"","2025-06-27",Active
SO0000111,SO-202303-00046,"2025-03-23","10008",南京绿野农资服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,14,台,22999,"5.3%",21780,304921,已发货,已确认,项目销售,销售一部,李娜,"2025-04-25",否,HT-2023-173,南京绿野农资服务有限公司设备采购项目,南京绿野农资服务有限公司,QT-202303-00596,"","2025-03-23",Active
SO0000112,SO-202303-00046,"2025-03-23","10008",南京绿野农资服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,6,台,45999,"5.4%",43515,261090,已发货,已确认,项目销售,销售一部,李娜,"2025-04-10",否,HT-2023-173,南京绿野农资服务有限公司设备采购项目,南京绿野农资服务有限公司,QT-202303-00596,"","2025-03-23",Active
SO0000113,SO-202303-00047,"2025-03-26","10008",南京绿野农资服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,7,台,58999,"13.3%",51152,358065,已发货,已确认,项目销售,销售一部,冯涛,"2025-05-12",否,HT-2023-012,济南市农业合作社应用项目,南京绿野农资服务有限公司,QT-202303-00597,"","2025-03-26",Active
SO0000114,SO-202303-00047,"2025-03-26","10008",南京绿野农资服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,17,台,45999,"9.4%",41675,708477,已发货,已确认,项目销售,销售一部,冯涛,"2025-05-04",否,HT-2023-012,济南市农业合作社应用项目,南京绿野农资服务有限公司,QT-202303-00597,"","2025-03-26",Active
SO0000115,SO-202303-00047,"2025-03-26","10008",南京绿野农资服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,"8.9%",20952,188569,已发货,已确认,项目销售,销售一部,冯涛,"2025-04-23",否,HT-2023-012,济南市农业合作社应用项目,南京绿野农资服务有限公司,QT-202303-00597,"","2025-03-26",Active
SO0000116,SO-202401-00048,"2025-01-20","10008",南京绿野农资服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,12,台,22999,"8.0%",21159,253909,已发货,已确认,项目销售,销售一部,吴磊,"2025-03-07",否,HT-2024-335,"2024年济南市农业项目",南京绿野农资服务有限公司,QT-202401-00048,"","2025-01-20",Active
SO0000117,SO-202401-00048,"2025-01-20","10008",南京绿野农资服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,19,台,58999,"10.0%",53099,1008883,已发货,已确认,项目销售,销售一部,吴磊,"2025-03-08",否,HT-2024-335,"2024年济南市农业项目",南京绿野农资服务有限公司,QT-202401-00048,"","2025-01-20",Active
SO0000118,SO-202401-00048,"2025-01-20","10008",南京绿野农资服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,13,台,45999,"12.0%",40479,526229,已发货,已确认,项目销售,销售一部,吴磊,"2025-02-18",否,HT-2024-335,"2024年济南市农业项目",南京绿野农资服务有限公司,QT-202401-00048,"","2025-01-20",Active
SO0000119,SO-202403-00049,"2025-03-16","10008",南京绿野农资服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,5,台,58999,"12.8%",51447,257236,已发货,已确认,直销,销售一部,姚强,"2025-05-04",否,"","",南京绿野农资服务有限公司,QT-202403-00543,"","2025-03-16",Active
SO0000120,SO-202403-00049,"2025-03-16","10008",南京绿野农资服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,6,台,45999,"12.1%",40433,242599,已发货,已确认,直销,销售一部,姚强,"2025-05-10",否,"","",南京绿野农资服务有限公司,QT-202403-00543,"","2025-03-16",Active
SO0000121,SO-202403-00049,"2025-03-16","10008",南京绿野农资服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,5,台,22999,"5.6%",21711,108555,已发货,已确认,直销,销售一部,姚强,"2025-04-17",否,"","",南京绿野农资服务有限公司,QT-202403-00543,"","2025-03-16",Active
SO0000122,SO-202412-00050,"2025-12-18","10008",南京绿野农资服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,11,台,45999,"9.7%",41537,456908,已发货,已确认,项目销售,销售一部,刘洋,"2025-12-21",否,HT-2024-145,"2024年济南市农业项目",南京绿野农资服务有限公司,QT-202412-00050,"","2025-12-18",Active
SO0000123,SO-202412-00050,"2025-12-18","10008",南京绿野农资服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,13,台,22999,"11.5%",20354,264604,已发货,已确认,项目销售,销售一部,刘洋,"2025-12-21",否,HT-2024-145,"2024年济南市农业项目",南京绿野农资服务有限公司,QT-202412-00050,"","2025-12-18",Active
SO0000124,SO-202412-00050,"2025-12-18","10008",南京绿野农资服务有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,16,台,58999,"11.8%",52037,832594,已发货,已确认,项目销售,销售一部,刘洋,"2025-12-21",否,HT-2024-145,"2024年济南市农业项目",南京绿野农资服务有限公司,QT-202412-00050,"","2025-12-18",Active
SO0000125,SO-202304-00051,"2025-04-04","10008",南京绿野农资服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,"11.8%",40571,283998,已发货,已确认,直销,销售一部,钱进,"2025-04-22",否,"","",南京绿野农资服务有限公司,QT-202304-00051,"","2025-04-04",Active
SO0000126,SO-202304-00051,"2025-04-04","10008",南京绿野农资服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,"6.8%",21435,64305,已发货,已确认,直销,销售一部,钱进,"2025-05-03",否,"","",南京绿野农资服务有限公司,QT-202304-00051,"","2025-04-04",Active
SO0000127,SO-202304-00051,"2025-04-04","10008",南京绿野农资服务有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,7,台,58999,"13.2%",51211,358478,已发货,已确认,直销,销售一部,钱进,"2025-04-20",否,"","",南京绿野农资服务有限公司,QT-202304-00051,"","2025-04-04",Active
SO0000128,SO-202303-00052,"2025-03-13","10008",南京绿野农资服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,13,台,58999,"6.3%",55282,718667,已发货,已确认,项目销售,销售一部,袁琳,"2025-05-07",否,HT-2023-371,济南市农业合作社应用项目,南京绿野农资服务有限公司,QT-202303-00598,"","2025-03-13",Active
SO0000129,SO-202303-00052,"2025-03-13","10008",南京绿野农资服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,11,台,45999,"6.8%",42871,471582,已发货,已确认,项目销售,销售一部,袁琳,"2025-04-11",否,HT-2023-371,济南市农业合作社应用项目,南京绿野农资服务有限公司,QT-202303-00598,"","2025-03-13",Active
SO0000130,SO-202310-00053,"2025-10-31","10009",长沙农兴农机服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,5,台,45999,"0.0%",45999,229995,已发货,已确认,直销,销售一部,吴磊,"2025-12-25",否,"","",长沙农兴农机服务有限公司,QT-202310-00560,"","2025-10-31",Active
SO0000131,SO-202310-00053,"2025-10-31","10009",长沙农兴农机服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,4,台,22999,"0.0%",22999,91996,已发货,已确认,直销,销售一部,吴磊,"2025-11-24",否,"","",长沙农兴农机服务有限公司,QT-202310-00560,"","2025-10-31",Active
SO0000132,SO-202403-00054,"2025-03-12","10009",长沙农兴农机服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,"0.0%",22999,68997,已发货,已确认,直销,销售一部,赵敏,"2025-04-05",否,"","",长沙农兴农机服务有限公司,QT-202403-00544,"","2025-03-12",Active
SO0000133,SO-202403-00054,"2025-03-12","10009",长沙农兴农机服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,4,台,45999,"0.0%",45999,183996,已发货,已确认,直销,销售一部,赵敏,"2025-04-01",否,"","",长沙农兴农机服务有限公司,QT-202403-00544,"","2025-03-12",Active
